package,version,license,module,vendored,downloaded_at_build,distribution_method,usage_method,comments,license_link,download_location,provenance,repo_modules
libcdparanoia0,3.10.2+debian-14build3,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libchromaprint1,1.5.1-5,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/acoustid/chromaprint/blob/master/LICENSE.md,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcolord2,1.4.7-1build2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcryptsetup12,2:2.7.0-1ubuntu4.2,GPL (GNU Public License),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcublas-12-9,2.4.7-1.2ubuntu7.3,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcudf-cu12,25.8.0,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cudf/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcufft-12-9,2.4.7-1.2ubuntu7.3,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcugraph-cu12,25.8.0,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cugraph/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcuml-cu12,25.8.0,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cuml/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcups2t64,2.4.7-1.2ubuntu7.3,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libcuvs-cu12,25.8.0,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/cuvs/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdatrie1,0.2.13-3build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/tlwg/libdatrie/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdc1394-25,2.2.6-4build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdconf1,0.40.0-4build2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.gnome.org/GNOME/dconf/-/blob/main/COPYING?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdecor-0-0,0.2.2-1build2,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/libdecor/libdecor/-/blob/master/LICENSE?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdeflate0,1.19-1build1.1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/ebiggers/libdeflate/blob/master/COPYING,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdevmapper1.02.1,2:1.02.185-3ubuntu3.2,GPL (GNU Public License),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdirectfb-1.7-7t64,1.7.7-11.1ubuntu2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdrm-amdgpu1,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdrm-common,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdrm-intel1,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdrm2,2.4.122-1~ubuntu0.24.04.1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libduktape207,2.7.0+tests-0ubuntu3,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdv4t64,1.0.0-17.1build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdvdnav4,6.1.1-3build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdvdread8t64,6.1.3-1.1build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libdw1t64,0.190-1.1ubuntu0.1,GPL (GNU Public License),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libegl-mesa0,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache, GPL WITH Linux-syscall-note (2 header files).
 Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/mesa/mesa/-/blob/main/docs/license.rst?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libegl1,1.7.0-1build1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://gitlab.freedesktop.org/mesa/mesa/-/blob/main/docs/license.rst?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libepoxy0,1.5.10-1build1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/buildroot/buildroot/tree/master/package/libepoxy,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libfdisk1,2.39.3-9ubuntu6.2,GPL (GNU Public License),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libflac12t64,1.4.3+ds-2.1ubuntu2,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libflite1,2.2-6build3,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://salsa.debian.org/a11y-team/flite/-/blob/master/COPYING?ref_type=heads,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libfluidsynth3,2.3.4-1build3,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libfontconfig1,2.15.0-1.1ubuntu2,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libfreeaptx0,0.1.1-2build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libfreetype6,2.13.2+dfsg-1build3,Other (Please describe in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"FreeType License, Zlib, BSD, MIT, FSFAP
 Not used, installed as a dependency of another dpkg package""",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libfribidi0,1.0.13-3build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgbm1,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache, GPL WITH Linux-syscall-note (2 header files)
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgdk-pixbuf-2.0-0,2.42.10+dfsg-3ubuntu3.1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"LGPL, CC0-1.0
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgdk-pixbuf2.0-common,2.42.10+dfsg-3ubuntu3.1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"LGPL, CC0-1.0
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgirepository-1.0-1,1.80.1-1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgl1,1.7.0-1build1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgl1-mesa-dri,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgles2,1.7.0-1build1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/EMGD-Community/mesa/blob/master/debian/libgles2-mesa-7.9.symbols,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libglvnd0,1.7.0-1build1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libglx-mesa0,24.2.8-1ubuntu1~24.04.1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libglx0,1.7.0-1build1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"MIT, BSD, Apache.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgme0,0.6.3-7build1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://github.com/libgme/game-music-emu/blob/master/license.txt,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgraphite2-3,1.3.14-2build1,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Artistic or GPL-1+, LGPL-2.1+ or GPL-2+ or MPL-1.1.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgsm1,1.0.22-1build1,Other (Please describe in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"TU-Berlin-2.0.
 Not used, installed as a dependency of another dpkg package",https://www.quut.com/berlin/gsm/COPYRIGHT,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgssdp-1.6-0,1.6.3-1build3,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgstreamer-gl1.0-0,1.24.2-1ubuntu0.2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgstreamer-plugins-bad1.0-0,1.24.2-1ubuntu4,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgstreamer-plugins-base1.0-0,1.24.2-1ubuntu0.2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgstreamer-plugins-good1.0-0,1.24.2-1ubuntu1.1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgstreamer1.0-0,1.24.2-1ubuntu0.1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgstrtspserver-1.0-0,1.24.2-1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgtk-3-0t64,3.24.41-4ubuntu1.3,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"SWL, LGPL-2+, LGPL-2.1+, MIT
 Not used, installed as a dependency of another dpkg package",https://git.launchpad.net/ubuntu/+source/gtk+3.0,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgtk-3-common,3.24.41-4ubuntu1.3,More than one license (Please specify in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"SWL, LGPL-2+, LGPL-2.1+, MIT
 Not used, installed as a dependency of another dpkg package",https://git.launchpad.net/ubuntu/+source/gtk+3.0,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgudev-1.0-0,1:238-5ubuntu1,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgupnp-1.6-0,1.6.6-1build3,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libgupnp-igd-1.6-0,1.6.0-3build3,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libharfbuzz0b,8.3.0-2build2,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libiec61883-0,1.2.0-6build1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libimath-3-1-29t64,3.1.9-3.1ubuntu2,BSD (any variant),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",https://git.launchpad.net/ubuntu/+source/imath,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libinstpatch-1.0-2,1.1.6-1build2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libjack-jackd2-0,1.9.21~dfsg-3ubuntu3,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libjbig0,2.1-6.1ubuntu2,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libjpeg-turbo8,2.1.5-2ubuntu2,Other (Please describe in Comments),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"JPEG.
 Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libjpeg8,8c-2ubuntu11,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Dynamic Linking,0.0,,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libjson-c5,0.17-1build1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libjson-glib-1.0-0,1.8.0-2build2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libjson-glib-1.0-common,1.8.0-2build2,LGPL (Library or Lesser GPL),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libkvikio-cu12,25.8.0,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,PyPi,Container - Added to Base Container listed in Row 1,Dynamic Linking,,https://github.com/rapidsai/kvikio/blob/main/LICENSE,PyPi,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
liblc3-1,1.0.4-3build1,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
liblcms2-2,2.14-2build1,MIT,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
libldacbt-enc2,2.0.2.3+git20200429+ed310a0-4ubuntu2,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
liblerc4,4.0.0+ds-4ubuntu2,Apache 2.0,RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
liblilv-0-0,0.24.22-1build1,ISC (Internet Software Consortium),RTVI_VLM+RTVI_EMBED (container 3.2 GA),,Ubuntu APT repo,Container - Added to Base Container listed in Row 1,Other (Please describe in Comments),"Not used, installed as a dependency of another dpkg package",,Ubuntu APT repo,submission,services/rtvi/rt-vlm;services/rtvi/rt-embed
